ResponseId,PlatformWantToWorkWith,WebframeWantToWorkWith
49869,Microsoft Azure,ASP.NET CORE;Spring Boot
49883,Amazon Web Services (AWS),React
49885,Cloudflare,Express;Flask;Node.js;React;Ruby on Rails
49885,Fly.io,Express;Flask;Node.js;React;Ruby on Rails
49885,Vercel,Express;Flask;Node.js;React;Ruby on Rails
49889,Amazon Web Services (AWS),Spring Boot
49892,Microsoft Azure,Blazor;Next.js;React;Svelte;WordPress
49892,Netlify,Blazor;Next.js;React;Svelte;WordPress
49892,Vercel,Blazor;Next.js;React;Svelte;WordPress
49893,Digital Ocean,FastAPI
49895,Google Cloud,Angular
49895,Microsoft Azure,Angular
49897,Amazon Web Services (AWS),jQuery;Laravel;React;Vue.js
49897,Cloudflare,jQuery;Laravel;React;Vue.js
49897,Digital Ocean,jQuery;Laravel;React;Vue.js
49897,Firebase,jQuery;Laravel;React;Vue.js
49897,Google Cloud,jQuery;Laravel;React;Vue.js
49897,Microsoft Azure,jQuery;Laravel;React;Vue.js
49899,Firebase,Blazor;Spring Boot
49899,Microsoft Azure,Blazor;Spring Boot
49901,Amazon Web Services (AWS),ASP.NET CORE;FastAPI;React
49901,Netlify,ASP.NET CORE;FastAPI;React
49912,Amazon Web Services (AWS),Ruby on Rails
49912,Hetzner,Ruby on Rails
49912,Microsoft Azure,Ruby on Rails
49919,Amazon Web Services (AWS),Angular;AngularJS;FastAPI;Node.js
49919,Google Cloud,Angular;AngularJS;FastAPI;Node.js
49923,Amazon Web Services (AWS),ASP.NET CORE;Next.js;Node.js;React
49923,Vercel,ASP.NET CORE;Next.js;Node.js;React
49927,VMware,Spring Boot;Vue.js
49932,Firebase,Angular;AngularJS;ASP.NET;ASP.NET CORE
49932,VMware,Angular;AngularJS;ASP.NET;ASP.NET CORE
49941,Amazon Web Services (AWS),Next.js;Node.js;React
49941,Cloudflare,Next.js;Node.js;React
49949,Amazon Web Services (AWS),Express;NestJS;Next.js;Node.js;React
49953,Vercel,Express;NestJS;Next.js;Node.js
49955,Cloudflare,Django;FastAPI;Node.js;Vue.js
49955,Supabase,Django;FastAPI;Node.js;Vue.js
49957,Google Cloud,FastAPI
49962,Amazon Web Services (AWS),Angular;AngularJS;React;Spring Boot
49970,Microsoft Azure,ASP.NET CORE;jQuery
49970,Vultr,ASP.NET CORE;jQuery
49980,Amazon Web Services (AWS),Django;FastAPI
49982,Amazon Web Services (AWS),Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js;Vue.js
49982,Databricks,Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js;Vue.js
49982,Google Cloud,Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js;Vue.js
49982,VMware,Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js;Vue.js
49984,Amazon Web Services (AWS),Next.js;Ruby on Rails
49984,Digital Ocean,Next.js;Ruby on Rails
49984,Heroku,Next.js;Ruby on Rails
49990,Amazon Web Services (AWS),Django;FastAPI;Vue.js
49990,Microsoft Azure,Django;FastAPI;Vue.js
49990,Supabase,Django;FastAPI;Vue.js
49990,Vercel,Django;FastAPI;Vue.js
49994,Amazon Web Services (AWS),jQuery;Node.js;Phoenix
49994,Digital Ocean,jQuery;Node.js;Phoenix
49994,"Linode, now Akamai",jQuery;Node.js;Phoenix
49995,Amazon Web Services (AWS),Express;Node.js;Spring Boot
49995,Google Cloud,Express;Node.js;Spring Boot
49998,Google Cloud,Django
50000,Amazon Web Services (AWS),Angular;Express;Node.js
50004,Microsoft Azure,React;WordPress
50011,Google Cloud,Phoenix
50018,Firebase,Angular;Express;Node.js;Spring Boot
50018,Google Cloud,Angular;Express;Node.js;Spring Boot
50021,Microsoft Azure,Angular;ASP.NET CORE
50024,Amazon Web Services (AWS),Phoenix;Svelte
50027,Digital Ocean,Symfony
50030,Amazon Web Services (AWS),Deno;Django;FastAPI;Flask;Gatsby;Htmx;Next.js;Node.js;Svelte;Vue.js
50030,Cloudflare,Deno;Django;FastAPI;Flask;Gatsby;Htmx;Next.js;Node.js;Svelte;Vue.js
50030,Firebase,Deno;Django;FastAPI;Flask;Gatsby;Htmx;Next.js;Node.js;Svelte;Vue.js
50030,Oracle Cloud Infrastructure (OCI),Deno;Django;FastAPI;Flask;Gatsby;Htmx;Next.js;Node.js;Svelte;Vue.js
50030,Vercel,Deno;Django;FastAPI;Flask;Gatsby;Htmx;Next.js;Node.js;Svelte;Vue.js
50033,Cloudflare,Angular;Express;Htmx;Node.js;Svelte;Vue.js
50033,Firebase,Angular;Express;Htmx;Node.js;Svelte;Vue.js
50033,Google Cloud,Angular;Express;Htmx;Node.js;Svelte;Vue.js
50034,Amazon Web Services (AWS),Angular;Next.js;Node.js;Nuxt.js;React;Solid.js;Spring Boot;Svelte
50034,Firebase,Angular;Next.js;Node.js;Nuxt.js;React;Solid.js;Spring Boot;Svelte
50034,Hetzner,Angular;Next.js;Node.js;Nuxt.js;React;Solid.js;Spring Boot;Svelte
50034,Supabase,Angular;Next.js;Node.js;Nuxt.js;React;Solid.js;Spring Boot;Svelte
50037,Amazon Web Services (AWS),Express;NestJS;Next.js;Node.js;React
50037,Hetzner,Express;NestJS;Next.js;Node.js;React
50037,OVH,Express;NestJS;Next.js;Node.js;React
50037,Vercel,Express;NestJS;Next.js;Node.js;React
50038,Amazon Web Services (AWS),Express;Next.js;Node.js;React
50038,Cloudflare,Express;Next.js;Node.js;React
50038,Firebase,Express;Next.js;Node.js;React
50038,Google Cloud,Express;Next.js;Node.js;React
50038,Microsoft Azure,Express;Next.js;Node.js;React
50038,Netlify,Express;Next.js;Node.js;React
50040,Microsoft Azure,ASP.NET;ASP.NET CORE
50043,Amazon Web Services (AWS),React
50043,Cloudflare,React
50048,Amazon Web Services (AWS),Laravel;WordPress
50048,Managed Hosting,Laravel;WordPress
50058,Cloudflare,Astro;Express;FastAPI;NestJS;Next.js;Node.js;React
50058,Firebase,Astro;Express;FastAPI;NestJS;Next.js;Node.js;React
50058,PythonAnywhere,Astro;Express;FastAPI;NestJS;Next.js;Node.js;React
50058,Vercel,Astro;Express;FastAPI;NestJS;Next.js;Node.js;React
50059,Microsoft Azure,Angular;ASP.NET;Django
50063,Amazon Web Services (AWS),Django;FastAPI;Flask
50063,Google Cloud,Django;FastAPI;Flask
50063,PythonAnywhere,Django;FastAPI;Flask
50065,Amazon Web Services (AWS),React
50065,Netlify,React
50074,Amazon Web Services (AWS),ASP.NET CORE;Blazor;React;Vue.js;WordPress
50074,Microsoft Azure,ASP.NET CORE;Blazor;React;Vue.js;WordPress
50075,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Blazor;Node.js;React
50075,Cloudflare,ASP.NET;ASP.NET CORE;Blazor;Node.js;React
50075,Firebase,ASP.NET;ASP.NET CORE;Blazor;Node.js;React
50075,Google Cloud,ASP.NET;ASP.NET CORE;Blazor;Node.js;React
50075,Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;Node.js;React
50076,Amazon Web Services (AWS),NestJS
50076,Google Cloud,NestJS
50076,Heroku,NestJS
50076,Microsoft Azure,NestJS
50076,Vercel,NestJS
50082,Amazon Web Services (AWS),ASP.NET CORE;Blazor;Node.js;React;Strapi
50082,Cloudflare,ASP.NET CORE;Blazor;Node.js;React;Strapi
50082,Google Cloud,ASP.NET CORE;Blazor;Node.js;React;Strapi
50082,Microsoft Azure,ASP.NET CORE;Blazor;Node.js;React;Strapi
50089,Amazon Web Services (AWS),Next.js;React;Spring Boot
50089,Vercel,Next.js;React;Spring Boot
50090,Amazon Web Services (AWS),Angular;jQuery;Next.js;Node.js;React;Spring Boot
50090,Databricks,Angular;jQuery;Next.js;Node.js;React;Spring Boot
50090,Firebase,Angular;jQuery;Next.js;Node.js;React;Spring Boot
50090,Google Cloud,Angular;jQuery;Next.js;Node.js;React;Spring Boot
50090,Microsoft Azure,Angular;jQuery;Next.js;Node.js;React;Spring Boot
50092,Databricks,FastAPI;Htmx
50092,Digital Ocean,FastAPI;Htmx
50092,Fly.io,FastAPI;Htmx
50092,Google Cloud,FastAPI;Htmx
50094,Amazon Web Services (AWS),Django;Flask;React
50094,Databricks,Django;Flask;React
50094,Google Cloud,Django;Flask;React
50095,Microsoft Azure,Flask;React
50096,Amazon Web Services (AWS),Vue.js
50096,Colocation,Vue.js
50096,Managed Hosting,Vue.js
50096,OpenShift,Vue.js
50099,Microsoft Azure,Django;FastAPI;Htmx;Vue.js
50101,Amazon Web Services (AWS),ASP.NET CORE;Blazor
50101,Microsoft Azure,ASP.NET CORE;Blazor
50103,Amazon Web Services (AWS),Express;Node.js;React;Vue.js
50103,Cloudflare,Express;Node.js;React;Vue.js
50103,Digital Ocean,Express;Node.js;React;Vue.js
50103,Google Cloud,Express;Node.js;React;Vue.js
50103,Hetzner,Express;Node.js;React;Vue.js
50103,OVH,Express;Node.js;React;Vue.js
50103,Render,Express;Node.js;React;Vue.js
50103,Vercel,Express;Node.js;React;Vue.js
50103,VMware,Express;Node.js;React;Vue.js
50104,Amazon Web Services (AWS),React;Spring Boot
50104,Google Cloud,React;Spring Boot
50104,Microsoft Azure,React;Spring Boot
50105,Alibaba Cloud,Node.js
50105,Amazon Web Services (AWS),Node.js
50105,Cloudflare,Node.js
50105,Managed Hosting,Node.js
50109,Supabase,Node.js;Svelte
50109,Vercel,Node.js;Svelte
50115,Amazon Web Services (AWS),Express;Node.js;React;Spring Boot;Vue.js
50115,Google Cloud,Express;Node.js;React;Spring Boot;Vue.js
50115,Microsoft Azure,Express;Node.js;React;Spring Boot;Vue.js
50118,Amazon Web Services (AWS),Angular;Next.js;React;Spring Boot
50118,Cloudflare,Angular;Next.js;React;Spring Boot
50118,OpenShift,Angular;Next.js;React;Spring Boot
50122,Cloudflare,ASP.NET CORE;Blazor
50122,Digital Ocean,ASP.NET CORE;Blazor
50129,Amazon Web Services (AWS),Angular;Astro;Express;FastAPI;Flask;Laravel;Node.js;React;Svelte;Vue.js
50129,Digital Ocean,Angular;Astro;Express;FastAPI;Flask;Laravel;Node.js;React;Svelte;Vue.js
50129,Firebase,Angular;Astro;Express;FastAPI;Flask;Laravel;Node.js;React;Svelte;Vue.js
50129,Google Cloud,Angular;Astro;Express;FastAPI;Flask;Laravel;Node.js;React;Svelte;Vue.js
50129,Microsoft Azure,Angular;Astro;Express;FastAPI;Flask;Laravel;Node.js;React;Svelte;Vue.js
50129,Vercel,Angular;Astro;Express;FastAPI;Flask;Laravel;Node.js;React;Svelte;Vue.js
50130,Amazon Web Services (AWS),Angular;Htmx;Node.js;Spring Boot;Svelte;Vue.js
50130,Google Cloud,Angular;Htmx;Node.js;Spring Boot;Svelte;Vue.js
50130,OpenShift,Angular;Htmx;Node.js;Spring Boot;Svelte;Vue.js
50143,Amazon Web Services (AWS),Ruby on Rails
50143,Heroku,Ruby on Rails
50144,Digital Ocean,Express;Fastify;Htmx;Next.js;Node.js;Phoenix;React;Remix
50144,Firebase,Express;Fastify;Htmx;Next.js;Node.js;Phoenix;React;Remix
50144,Heroku,Express;Fastify;Htmx;Next.js;Node.js;Phoenix;React;Remix
50144,Managed Hosting,Express;Fastify;Htmx;Next.js;Node.js;Phoenix;React;Remix
50144,Netlify,Express;Fastify;Htmx;Next.js;Node.js;Phoenix;React;Remix
50144,Supabase,Express;Fastify;Htmx;Next.js;Node.js;Phoenix;React;Remix
50144,Vercel,Express;Fastify;Htmx;Next.js;Node.js;Phoenix;React;Remix
50145,Cloudflare,Astro;Htmx;Next.js;Node.js;Svelte;Vue.js
50145,Hetzner,Astro;Htmx;Next.js;Node.js;Svelte;Vue.js
50145,Netlify,Astro;Htmx;Next.js;Node.js;Svelte;Vue.js
50145,Supabase,Astro;Htmx;Next.js;Node.js;Svelte;Vue.js
50145,Vercel,Astro;Htmx;Next.js;Node.js;Svelte;Vue.js
50146,Amazon Web Services (AWS),Spring Boot
50149,Amazon Web Services (AWS),Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Vue.js
50150,Microsoft Azure,ASP.NET CORE
50156,Amazon Web Services (AWS),Spring Boot
50156,Google Cloud,Spring Boot
50161,Amazon Web Services (AWS),Spring Boot
50161,Heroku,Spring Boot
50163,Amazon Web Services (AWS),Angular;AngularJS;jQuery;Laravel;Node.js;React;Ruby on Rails;Symfony;Vue.js;WordPress
50163,Heroku,Angular;AngularJS;jQuery;Laravel;Node.js;React;Ruby on Rails;Symfony;Vue.js;WordPress
50163,"Linode, now Akamai",Angular;AngularJS;jQuery;Laravel;Node.js;React;Ruby on Rails;Symfony;Vue.js;WordPress
50165,Amazon Web Services (AWS),Express;NestJS;Next.js;Node.js;Nuxt.js;React;Spring Boot;Vue.js
50165,Netlify,Express;NestJS;Next.js;Node.js;Nuxt.js;React;Spring Boot;Vue.js
50165,Render,Express;NestJS;Next.js;Node.js;Nuxt.js;React;Spring Boot;Vue.js
50165,Vercel,Express;NestJS;Next.js;Node.js;Nuxt.js;React;Spring Boot;Vue.js
50166,Google Cloud,ASP.NET CORE;Blazor;Vue.js
50174,Amazon Web Services (AWS),Express;Htmx;Next.js;Node.js;Phoenix;React;Svelte
50174,Google Cloud,Express;Htmx;Next.js;Node.js;Phoenix;React;Svelte
50174,Hetzner,Express;Htmx;Next.js;Node.js;Phoenix;React;Svelte
50174,"Linode, now Akamai",Express;Htmx;Next.js;Node.js;Phoenix;React;Svelte
50180,Digital Ocean,Express;NestJS;Next.js;Node.js;React;Solid.js
50180,"Linode, now Akamai",Express;NestJS;Next.js;Node.js;React;Solid.js
50180,Vercel,Express;NestJS;Next.js;Node.js;React;Solid.js
50182,Amazon Web Services (AWS),Express;Next.js;Node.js;React;Ruby on Rails
50182,Cloudflare,Express;Next.js;Node.js;React;Ruby on Rails
50182,Databricks,Express;Next.js;Node.js;React;Ruby on Rails
50182,Supabase,Express;Next.js;Node.js;React;Ruby on Rails
50182,Vercel,Express;Next.js;Node.js;React;Ruby on Rails
50185,Amazon Web Services (AWS),ASP.NET;Express;Htmx;jQuery;Laravel;Next.js;Node.js;React
50185,Cloudflare,ASP.NET;Express;Htmx;jQuery;Laravel;Next.js;Node.js;React
50185,Colocation,ASP.NET;Express;Htmx;jQuery;Laravel;Next.js;Node.js;React
50185,Digital Ocean,ASP.NET;Express;Htmx;jQuery;Laravel;Next.js;Node.js;React
50185,Hetzner,ASP.NET;Express;Htmx;jQuery;Laravel;Next.js;Node.js;React
50185,Managed Hosting,ASP.NET;Express;Htmx;jQuery;Laravel;Next.js;Node.js;React
50185,Supabase,ASP.NET;Express;Htmx;jQuery;Laravel;Next.js;Node.js;React
50185,Vercel,ASP.NET;Express;Htmx;jQuery;Laravel;Next.js;Node.js;React
50187,Google Cloud,Express;NestJS;Node.js
50192,Amazon Web Services (AWS),Angular;Express;Node.js
50196,Amazon Web Services (AWS),Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,Cloudflare,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,Digital Ocean,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,Firebase,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,Fly.io,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,Google Cloud,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,Heroku,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,Hetzner,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,IBM Cloud Or Watson,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,PythonAnywhere,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50196,VMware,Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Express;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Spring Boot;Vue.js;WordPress
50200,Amazon Web Services (AWS),Ruby on Rails
50202,Netlify,Htmx;Laravel;Nuxt.js;Svelte;Vue.js
50205,Digital Ocean,Angular;Express;jQuery;Laravel;Node.js;Vue.js
50207,Firebase,Astro;Next.js;Node.js;React;Solid.js;Strapi
50207,Google Cloud,Astro;Next.js;Node.js;React;Solid.js;Strapi
50207,OpenStack,Astro;Next.js;Node.js;React;Solid.js;Strapi
50207,Vercel,Astro;Next.js;Node.js;React;Solid.js;Strapi
50209,Firebase,Angular;Spring Boot
50212,Amazon Web Services (AWS),Next.js;Node.js;React;Spring Boot
50212,Google Cloud,Next.js;Node.js;React;Spring Boot
50214,Amazon Web Services (AWS),Express;Node.js;Vue.js
50214,Digital Ocean,Express;Node.js;Vue.js
50215,Managed Hosting,Express;FastAPI;Flask;Htmx;Node.js;Spring Boot
50219,Amazon Web Services (AWS),ASP.NET;Deno
50223,Amazon Web Services (AWS),ASP.NET CORE;Htmx
50226,Microsoft Azure,ASP.NET CORE;Blazor
50230,Amazon Web Services (AWS),Astro;Laravel;Next.js;React;Solid.js;Svelte;Vue.js;WordPress
50230,Cloudflare,Astro;Laravel;Next.js;React;Solid.js;Svelte;Vue.js;WordPress
50230,Digital Ocean,Astro;Laravel;Next.js;React;Solid.js;Svelte;Vue.js;WordPress
50230,Fly.io,Astro;Laravel;Next.js;React;Solid.js;Svelte;Vue.js;WordPress
50230,Microsoft Azure,Astro;Laravel;Next.js;React;Solid.js;Svelte;Vue.js;WordPress
50230,Vercel,Astro;Laravel;Next.js;React;Solid.js;Svelte;Vue.js;WordPress
50231,Amazon Web Services (AWS),Django;Express;FastAPI;Flask;jQuery;NestJS;Next.js;Node.js;React;WordPress
50231,Digital Ocean,Django;Express;FastAPI;Flask;jQuery;NestJS;Next.js;Node.js;React;WordPress
50231,Firebase,Django;Express;FastAPI;Flask;jQuery;NestJS;Next.js;Node.js;React;WordPress
50231,"Linode, now Akamai",Django;Express;FastAPI;Flask;jQuery;NestJS;Next.js;Node.js;React;WordPress
50231,Vercel,Django;Express;FastAPI;Flask;jQuery;NestJS;Next.js;Node.js;React;WordPress
50232,Amazon Web Services (AWS),Express;Node.js;React;Svelte;Vue.js
50232,Cloudflare,Express;Node.js;React;Svelte;Vue.js
50232,Firebase,Express;Node.js;React;Svelte;Vue.js
50232,Google Cloud,Express;Node.js;React;Svelte;Vue.js
50232,Netlify,Express;Node.js;React;Svelte;Vue.js
50233,Amazon Web Services (AWS),ASP.NET CORE
50234,Amazon Web Services (AWS),Gatsby;React;Ruby on Rails;Vue.js
50234,Cloudflare,Gatsby;React;Ruby on Rails;Vue.js
50234,Google Cloud,Gatsby;React;Ruby on Rails;Vue.js
50237,Colocation,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js
50237,Managed Hosting,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js
50237,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Node.js
50250,Amazon Web Services (AWS),FastAPI;NestJS;Node.js;Spring Boot;Svelte
50250,Hetzner,FastAPI;NestJS;Node.js;Spring Boot;Svelte
50250,Microsoft Azure,FastAPI;NestJS;Node.js;Spring Boot;Svelte
50251,Amazon Web Services (AWS),Nuxt.js;Vue.js
50251,Cloudflare,Nuxt.js;Vue.js
50251,Digital Ocean,Nuxt.js;Vue.js
50251,Netlify,Nuxt.js;Vue.js
50251,Vercel,Nuxt.js;Vue.js
50259,Cloudflare,Next.js;Node.js;React
50259,Oracle Cloud Infrastructure (OCI),Next.js;Node.js;React
50259,Vercel,Next.js;Node.js;React
50262,Digital Ocean,Node.js;Vue.js
50264,Supabase,Node.js;React;Vue.js
50267,Amazon Web Services (AWS),Astro;Deno;Django;FastAPI;NestJS;Next.js;Node.js
50267,Digital Ocean,Astro;Deno;Django;FastAPI;NestJS;Next.js;Node.js
50267,Supabase,Astro;Deno;Django;FastAPI;NestJS;Next.js;Node.js
50267,Vercel,Astro;Deno;Django;FastAPI;NestJS;Next.js;Node.js
50268,Amazon Web Services (AWS),Django;FastAPI;Htmx;Phoenix
50268,Cloudflare,Django;FastAPI;Htmx;Phoenix
50268,Digital Ocean,Django;FastAPI;Htmx;Phoenix
50268,Fly.io,Django;FastAPI;Htmx;Phoenix
50269,Amazon Web Services (AWS),Node.js;Nuxt.js;Vue.js
50270,Amazon Web Services (AWS),FastAPI;Flask;Next.js;React
50270,Digital Ocean,FastAPI;Flask;Next.js;React
50270,"Linode, now Akamai",FastAPI;Flask;Next.js;React
50270,Managed Hosting,FastAPI;Flask;Next.js;React
50270,Microsoft Azure,FastAPI;Flask;Next.js;React
50270,Supabase,FastAPI;Flask;Next.js;React
50270,Vercel,FastAPI;Flask;Next.js;React
50276,Amazon Web Services (AWS),Angular;AngularJS;ASP.NET;ASP.NET CORE;Drupal;jQuery;Laravel;Node.js;React;Spring Boot;Vue.js;WordPress
50276,Fly.io,Angular;AngularJS;ASP.NET;ASP.NET CORE;Drupal;jQuery;Laravel;Node.js;React;Spring Boot;Vue.js;WordPress
50276,Google Cloud,Angular;AngularJS;ASP.NET;ASP.NET CORE;Drupal;jQuery;Laravel;Node.js;React;Spring Boot;Vue.js;WordPress
50276,Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;Drupal;jQuery;Laravel;Node.js;React;Spring Boot;Vue.js;WordPress
50276,OpenStack,Angular;AngularJS;ASP.NET;ASP.NET CORE;Drupal;jQuery;Laravel;Node.js;React;Spring Boot;Vue.js;WordPress
50276,Oracle Cloud Infrastructure (OCI),Angular;AngularJS;ASP.NET;ASP.NET CORE;Drupal;jQuery;Laravel;Node.js;React;Spring Boot;Vue.js;WordPress
50277,Amazon Web Services (AWS),Laravel;Symfony;Vue.js
50277,Digital Ocean,Laravel;Symfony;Vue.js
50277,Microsoft Azure,Laravel;Symfony;Vue.js
50280,Digital Ocean,ASP.NET;ASP.NET CORE;Drupal;Htmx;jQuery;Laravel;Next.js;Node.js;React;Symfony
50280,Managed Hosting,ASP.NET;ASP.NET CORE;Drupal;Htmx;jQuery;Laravel;Next.js;Node.js;React;Symfony
50280,Vultr,ASP.NET;ASP.NET CORE;Drupal;Htmx;jQuery;Laravel;Next.js;Node.js;React;Symfony
50283,Digital Ocean,Node.js;Spring Boot;Svelte
50283,OpenShift,Node.js;Spring Boot;Svelte
50287,Amazon Web Services (AWS),Angular;ASP.NET;ASP.NET CORE;React
50287,Digital Ocean,Angular;ASP.NET;ASP.NET CORE;React
50287,Google Cloud,Angular;ASP.NET;ASP.NET CORE;React
50287,Netlify,Angular;ASP.NET;ASP.NET CORE;React
50287,Supabase,Angular;ASP.NET;ASP.NET CORE;React
50289,Cloudflare,Remix;Ruby on Rails
50289,Google Cloud,Remix;Ruby on Rails
50292,Firebase,Node.js
50292,Google Cloud,Node.js
50297,Cloudflare,Next.js;Node.js;React;Remix
50297,Hetzner,Next.js;Node.js;React;Remix
50297,Netlify,Next.js;Node.js;React;Remix
50300,Amazon Web Services (AWS),Express;NestJS;Node.js;React
50300,Cloudflare,Express;NestJS;Node.js;React
50300,Firebase,Express;NestJS;Node.js;React
50300,Microsoft Azure,Express;NestJS;Node.js;React
50302,Google Cloud,Flask
50302,Hetzner,Flask
50303,Amazon Web Services (AWS),Htmx;React;Spring Boot
50303,Render,Htmx;React;Spring Boot
50303,Supabase,Htmx;React;Spring Boot
50305,Digital Ocean,ASP.NET CORE;Next.js;Node.js
50307,Amazon Web Services (AWS),Node.js;React;Spring Boot
50313,Amazon Web Services (AWS),Angular;Fastify;Node.js
50313,Cloudflare,Angular;Fastify;Node.js
50313,Digital Ocean,Angular;Fastify;Node.js
50313,Firebase,Angular;Fastify;Node.js
50313,Google Cloud,Angular;Fastify;Node.js
50313,"Linode, now Akamai",Angular;Fastify;Node.js
50313,Microsoft Azure,Angular;Fastify;Node.js
50314,Firebase,Spring Boot
50314,Google Cloud,Spring Boot
50316,Amazon Web Services (AWS),NestJS;Next.js;Node.js;React
50316,OpenStack,NestJS;Next.js;Node.js;React
50318,Amazon Web Services (AWS),Angular;AngularJS;ASP.NET;ASP.NET CORE
50318,Cloudflare,Angular;AngularJS;ASP.NET;ASP.NET CORE
50325,Cloudflare,Flask
50325,Firebase,Flask
50329,Amazon Web Services (AWS),Play Framework
50329,Digital Ocean,Play Framework
50329,Microsoft Azure,Play Framework
50330,Amazon Web Services (AWS),React
50331,Amazon Web Services (AWS),Htmx;React;Spring Boot
50334,Amazon Web Services (AWS),Astro;Solid.js
50334,Cloudflare,Astro;Solid.js
50334,Colocation,Astro;Solid.js
50335,Hetzner,Angular;ASP.NET CORE
50335,Microsoft Azure,Angular;ASP.NET CORE
50343,Amazon Web Services (AWS),Django;Fastify;Next.js;React
50343,Cloudflare,Django;Fastify;Next.js;React
50343,Vercel,Django;Fastify;Next.js;React
50347,Digital Ocean,Express;Htmx;Node.js
50347,Render,Express;Htmx;Node.js
50355,Hetzner,ASP.NET CORE;Svelte
50355,Microsoft Azure,ASP.NET CORE;Svelte
50363,Microsoft Azure,ASP.NET CORE;Blazor
50367,Digital Ocean,Angular;NestJS
50370,Amazon Web Services (AWS),FastAPI;Flask;Laravel;Svelte
50376,Microsoft Azure,ASP.NET CORE
50376,PythonAnywhere,ASP.NET CORE
50377,Cloudflare,Next.js;Phoenix
50377,Digital Ocean,Next.js;Phoenix
50377,Hetzner,Next.js;Phoenix
50377,"Linode, now Akamai",Next.js;Phoenix
50377,OpenShift,Next.js;Phoenix
50377,OpenStack,Next.js;Phoenix
50379,Cloudflare,Node.js;Nuxt.js;Vue.js
50379,Google Cloud,Node.js;Nuxt.js;Vue.js
50379,Netlify,Node.js;Nuxt.js;Vue.js
50379,OVH,Node.js;Nuxt.js;Vue.js
50379,Vercel,Node.js;Nuxt.js;Vue.js
50384,Amazon Web Services (AWS),Drupal;React
50384,Cloudflare,Drupal;React
50384,Digital Ocean,Drupal;React
50385,Cloudflare,ASP.NET CORE;Node.js;React
50385,OVH,ASP.NET CORE;Node.js;React
50390,Amazon Web Services (AWS),ASP.NET CORE;Deno;Node.js;React
50390,Cloudflare,ASP.NET CORE;Deno;Node.js;React
