ResponseId,Country,EdLevel,Age,Employment_status
49754,Brazil,Some college/university study without earning a degree,25-34 years old,Full-time Employment
49755,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
49773,Indonesia,Some college/university study without earning a degree,18-24 years old,Full-time Employment
49784,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49786,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
49788,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Part-time Employment
49798,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
49799,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
49803,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49810,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer
49813,Spain,Some college/university study without earning a degree,35-44 years old,Full-time Employment
49824,United States of America,"Associate degree (A.A., A.S., etc.)",25-34 years old,Freelancer/Full-time Employment
49827,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Freelancer/Full-time Employment
49833,Nigeria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
49834,Kenya,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
49839,Slovakia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
49845,Myanmar,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49852,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
49853,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer
49855,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
49869,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
49883,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
49885,Japan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
49889,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
49892,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
49893,Greece,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
49895,Netherlands,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
49897,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49899,Austria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Part-time Employment
49901,Brazil,Some college/university study without earning a degree,25-34 years old,Freelancer
49912,Belgium,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
49919,China,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
49923,United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Freelancer
49927,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Freelancer/Full-time Employment
49932,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49941,Sweden,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
49949,Afghanistan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49953,Pakistan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
49955,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Freelancer/Full-time Employment
49957,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
49962,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49970,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49980,Greece,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
49982,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
49984,Pakistan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
49990,Switzerland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Part-time Employment
49994,Taiwan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
49995,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
49998,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50000,Hungary,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
50004,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50011,Sweden,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50018,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
50021,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50024,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50027,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
50030,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50033,New Zealand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50034,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
50037,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50038,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50040,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,55-64 years old,Full-time Employment
50043,Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50048,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Freelancer
50058,Argentina,Some college/university study without earning a degree,35-44 years old,Part-time Employment
50059,Belgium,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
50063,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer
50065,Japan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50074,Greece,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
50075,Cyprus,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50076,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50082,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50089,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50090,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50092,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50094,Singapore,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50095,Romania,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50096,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50099,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
50101,United Kingdom of Great Britain and Northern Ireland,Something else,45-54 years old,Full-time Employment
50103,Egypt,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Part-time Employment
50104,Slovakia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
50105,China,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
50109,Japan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
50115,Argentina,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50118,Sweden,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50122,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer
50129,Guatemala,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
50130,Austria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50143,Brazil,Some college/university study without earning a degree,18-24 years old,Full-time Employment
50144,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
50145,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50146,Viet Nam,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50149,Taiwan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50150,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
50156,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50161,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50163,Croatia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
50165,Sri Lanka,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50166,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50174,Nigeria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50180,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
50182,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50185,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50187,Russian Federation,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
50192,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
50196,Sweden,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
50200,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
50202,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Full-time Employment
50205,Jordan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Part-time Employment
50207,Switzerland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50209,Romania,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
50212,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50214,Israel,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",45-54 years old,Freelancer
50215,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50219,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50223,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
50226,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50230,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Full-time Employment
50231,Turkey,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
50232,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50233,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50234,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
50237,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer/Full-time Employment
50250,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50251,Ghana,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Part-time Employment
50259,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50262,Singapore,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
50264,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50267,Kazakhstan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
50268,United Arab Emirates,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50269,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50270,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50276,Mexico,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Freelancer
50277,Slovakia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
50280,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Freelancer
50283,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
50287,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50289,Greece,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50292,United Arab Emirates,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Freelancer
50297,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50300,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50302,Switzerland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50303,Czech Republic,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50305,Czech Republic,Some college/university study without earning a degree,18-24 years old,Full-time Student
50307,Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
50313,Hungary,Primary/elementary school,18-24 years old,Full-time Student
50314,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
50316,Taiwan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50318,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
50325,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Student
50329,"Venezuela, Bolivarian Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50330,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50331,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50334,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50335,Germany,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50343,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50347,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Part-time Employment
50355,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
50363,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50367,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer
50370,Bulgaria,Some college/university study without earning a degree,18-24 years old,Full-time Student
50376,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50377,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
50379,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Part-time Employment
50384,Georgia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
50385,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50390,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50391,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
50404,United States of America,Some college/university study without earning a degree,45-54 years old,Full-time Employment
50405,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50413,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Part-time Employment
50419,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50421,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50428,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50429,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50432,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50438,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50446,Norway,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
50449,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50456,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Freelancer
50458,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50459,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50461,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50463,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50465,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50472,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50475,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
50484,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50488,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50489,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50493,Ireland,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50495,"Iran, Islamic Republic of...","Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50497,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50498,Netherlands,Some college/university study without earning a degree,18-24 years old,Full-time Student
50507,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50508,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50513,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50521,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50527,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer/Full-time Employment
50529,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50534,Colombia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
50535,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50536,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
50538,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50540,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
50545,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50551,Brazil,Some college/university study without earning a degree,55-64 years old,Freelancer
50552,Chile,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50559,Australia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
50561,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50565,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
50566,United States of America,"Associate degree (A.A., A.S., etc.)",35-44 years old,Full-time Employment
50567,Brazil,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
50568,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50573,Australia,Some college/university study without earning a degree,18-24 years old,Part-time Employment
50580,Morocco,Some college/university study without earning a degree,18-24 years old,Part-time Employment
50581,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50590,Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34 years old,Full-time Employment
50592,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
50598,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50600,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50605,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50606,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50610,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50611,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50614,Netherlands,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50615,Argentina,Some college/university study without earning a degree,35-44 years old,Full-time Employment
50616,Sweden,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
50620,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50621,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50624,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50629,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
50640,India,Some college/university study without earning a degree,18-24 years old,Full-time Employment
50650,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50654,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50662,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50663,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50672,Germany,Some college/university study without earning a degree,18-24 years old,Full-time Student
50673,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50678,Nigeria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer
50680,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50687,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
50691,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer/Full-time Employment
50692,Bulgaria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
50694,Netherlands,Some college/university study without earning a degree,45-54 years old,Full-time Employment
50697,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
50698,Republic of Korea,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50711,Czech Republic,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
50717,Czech Republic,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50725,Sri Lanka,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50739,Canada,Some college/university study without earning a degree,18-24 years old,Full-time Student
50745,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
50746,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
50750,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
50751,Hong Kong (S.A.R.),"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
50755,"Iran, Islamic Republic of...",Some college/university study without earning a degree,25-34 years old,Full-time Employment
50756,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50758,Japan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
50760,Peru,Some college/university study without earning a degree,55-64 years old,Freelancer
50761,Turkey,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
50762,Australia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Part-time Employment
50763,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
50766,"Iran, Islamic Republic of...","Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
50771,South Africa,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
50774,United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",35-44 years old,Freelancer
50778,Italy,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50781,Bulgaria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
50790,Germany,Something else,25-34 years old,Full-time Employment
50792,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Full-time Employment
